v_products_model,v_products_image,v_products_name_1,v_products_description_1,v_products_url_1,v_specials_price,v_specials_last_modified,v_specials_expires_date,v_products_price,v_products_weight,v_last_modified,v_date_added,v_products_quantity,v_manufacturers_name,v_categories_name_1,v_categories_name_2,v_categories_name_3,v_categories_name_4,v_categories_name_5,v_categories_name_6,v_categories_name_7,v_tax_class_title,v_status,v_metatags_products_name_status,v_metatags_title_status,v_metatags_model_status,v_metatags_price_status,v_metatags_title_tagline_status,v_metatags_title_1,v_metatags_keywords_1,v_metatags_description_1
Patent Leather 040,sexylingerie-us/sexylingerie/9096.jpg,Elgant Black Leather Costume Dress Set,"Product Name: <strong>Elgant Black Leather Costume Dress Set</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: PU<br>
Feature: Gothic Punk PU Wetlook Clubwear.
",,31.8,,0001-01-01,53,0,2012-8-2 19:35,2012-8-2 19:35,555,,Patent Leather,,,,,,,--none--,1,0,1,0,1,0
Patent Leather 041,sexylingerie-us/sexylingerie/9097-1.jpg,Lovely Pink Patent Leather Costume Dress Set,"Product Name: <strong>Lovely Pink Patent Leather Costume Dress Set</strong><br>
Colors: Pink<br>
Sizes: One Size Fits Most<br>
Materials: 93%poly+7%elastano<br>
Feature: Sassy, one sleeve mini dress with zipper shoulder detail.
",,29.4,,0001-01-01,49,0,2012-8-2 19:35,2012-8-2 19:35,555,,Patent Leather,,,,,,,--none--,1,0,1,0,1,0
Patent Leather 042,sexylingerie-us/sexylingerie/9097-2.jpg,Black Patent Leather Costume Dress Set,"Product Name: <strong>Black Patent Leather Costume Dress Set</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: 93%poly+8%elastano<br>
Feature: Sassy, one sleeve mini dress with zipper shoulder detail.
",,29.4,,0001-01-01,49,0,2012-8-2 19:35,2012-8-2 19:35,555,,Patent Leather,,,,,,,--none--,1,0,1,0,1,0
Patent Leather 043,sexylingerie-us/sexylingerie/9098-3.jpg,Blue Patent Leather Costume Dress Set,"Product Name: <strong>Blue Patent Leather Costume Dress Set</strong><br>
Colors: Blue<br>
Sizes: One Size Fits Most<br>
Materials: 93%poly+7%elastano<br>
Feature: They won''t take their eyes off of you in this sexy tight mini dress with open shoulder sleeve detail, zip up bottom back and silver stud embellishments.
",,30.6,,0001-01-01,51,0,2012-8-2 19:35,2012-8-2 19:35,555,,Patent Leather,,,,,,,--none--,1,0,1,0,1,0
Patent Leather 044,sexylingerie-us/sexylingerie/9099.jpg,Sexy Shining Black Leather Lingerie Set,"Product Name: <strong>Sexy Shining Black Leather Lingerie Set</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Vinyl<br>
Feature: Sexy Shining Black Leather Lingerie Set.
",,43.8,,0001-01-01,73,0,2012-8-2 19:35,2012-8-2 19:35,555,,Patent Leather,,,,,,,--none--,1,0,1,0,1,0
Patent Leather 045,sexylingerie-us/sexylingerie/9100.jpg,Sexy Lingerie Corset Bustier Set Black 01,"Product Name: <strong>Sexy Lingerie Corset Bustier Set Black 01</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Vinyl<br>
Feature: Punk Stripper Dress.
",,26.4,,0001-01-01,44,0,2012-8-2 19:35,2012-8-2 19:35,555,,Patent Leather,,,,,,,--none--,1,0,1,0,1,0
Patent Leather 046,sexylingerie-us/sexylingerie/9101-1.jpg,Sexy Silver Pantent Leather Costume Dress Set,"Product Name: <strong>Sexy Silver Pantent Leather Costume Dress Set</strong><br>
Colors: Silver<br>
Sizes: One Size Fits Most<br>
Materials: Vinyl<br>
Feature: Front Diamond Accessories Club Jumpsuit.
",,41.4,,0001-01-01,69,0,2012-8-2 19:35,2012-8-2 19:35,555,,Patent Leather,,,,,,,--none--,1,0,1,0,1,0
Patent Leather 047,sexylingerie-us/sexylingerie/9101-2.jpg,Elegant Black Pantent Leather Costume Dress Set,"Product Name: <strong>Elegant Black Pantent Leather Costume Dress Set</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Vinyl<br>
Feature: Front Diamond Accessories Black Club Jumpsuit.
",,41.4,,0001-01-01,69,0,2012-8-2 19:35,2012-8-2 19:35,555,,Patent Leather,,,,,,,--none--,1,0,1,0,1,0
Christmas Costume 001,sexylingerie-us/sexylingerie/7113.jpg,Sexy Princess Christmas Costume,"Product Name: <strong>Sexy Princess Christmas Costume</strong><br>
Colors: Red/White<br>
Sizes: One Size Fits Most<br>
Materials: Santas<br>
Feature: Christmas Princess Outfit includes Fur Trimmed Hooded Dress with Built in Petticoat and Satin Ribbon Detail.
",,34,,0001-01-01,68,0,2012-8-5 19:43,2012-8-5 19:43,488,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costume 002,sexylingerie-us/sexylingerie/7115.jpg,Elegant Red Christmas Lady Costume Dress,"Product Name: <strong>Elegant Red & White Christmas Lady Costume Dress</strong><br>
Colors: Red/White<br>
Sizes: One Size Fits Most<br>
Materials: Nylon+spandex<br>
Feature: with hat and golovs.
",,29.5,,0001-01-01,59,0,2012-8-5 19:43,2012-8-5 19:43,488,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costume 003,sexylingerie-us/sexylingerie/7120.jpg,Sexy X'mas Costume,"Product Name: <strong>Sexy X'mas Costume</strong><br>
Colors: Red/White/Black<br>
Sizes: One Size Fits Most<br>
Materials: Nylon+ cottons<br>
Feature: Sexy Santa Mini Dress with hat and belt.
",,24.5,,0001-01-01,49,0,2012-8-5 19:43,2012-8-5 19:43,488,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costume 004,sexylingerie-us/sexylingerie/7131.jpg,Hot Red Christmas Lady Dress Clothes Set Skirt + Hat + Belt ,"Product Name: <strong>Hot Red Christmas Lady Dress Clothes Set Skirt + Hat + Belt </strong><br>
Colors: Red/White/Black<br>
Sizes: One Size Fits Most<br>
Materials: velvet<br>
Feature: Stretch Velvet Zipper Front Hooded Mini Dress with Faux Fur Trim, Satin Lined Hood and Removable Belt AND Fur Boot Covers included.
",,55,,0001-01-01,110,0,2012-8-5 19:43,2012-8-5 19:43,488,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costume 005,sexylingerie-us/sexylingerie/7152.jpg,Lovely Red Christmas Lady Dress Clothes Skirt + Coat + Gloves + ,"Product Name: <strong>Lovely Red Christmas Lady Dress Clothes Skirt + Coat + Gloves + Belt </strong><br>
Colors: Red/White/Black<br>
Sizes: One Size Fits Most<br>
Materials: Velvet<br>
Feature: 5pc Velvet Miss Santa costume which includes: A fully lined red velvet dress featuring faux fur embellishments on the neckline and hemline,matching faux-leather belt, hat, matching glovelets, and boot covers.
",,51.5,,0001-01-01,103,0,2012-8-5 19:43,2012-8-5 19:43,488,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costume 006,sexylingerie-us/sexylingerie/7156.jpg,Sexy Hot Red Nap Christmas Dress Skirt Costume with Hat,"Product Name: <strong>Sexy Princess Christmas Costume</strong><br>
Colors: Red/White/Black<br>
Sizes: One Size Fits Most<br>
Materials: Santas<br>
Feature: 2 piece Santa Sweetie Costume includes Fur Trimmed Halter Dress with Bow and Santa Hat.
",,25,,0001-01-01,50,0,2012-8-5 19:43,2012-8-5 19:43,488,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costume 007,sexylingerie-us/sexylingerie/7161.jpg,Sexy and Elegant Red Christmas Dress Cloak clothes set,"Product Name: <strong>Sexy and Elegant Red Christmas Dress Cloak clothes set</strong><br>
Colors: Red/White<br>
Sizes: One Size Fits Most<br>
Materials: Santa<br>
Feature: Stretch Velvet  Front Hooded Robe with Faux Fur Trim, Satin Lined Hood and Removable Belt,Fur Boot Covers.
",,46.5,,0001-01-01,93,0,2012-8-5 19:43,2012-8-5 19:43,488,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costume 008,sexylingerie-us/sexylingerie/7162.jpg,Sexy Red Bandage Christmas Lady Dress Costume Skirt with Hat,"Product Name: <strong>Sexy Red Bandage Christmas Lady Dress Costume Skirt with Hat</strong><br>
Colors: Red/White/Black<br>
Sizes: One Size Fits Most<br>
Materials: Stretch Velvet<br>
Feature: 3 Pc Santa's Envy Includes Fur Trimmed dress With Buckle Detail, Santa Hat, Sexy Fur Boot Cover.
",,33,,0001-01-01,66,0,2012-8-5 19:43,2012-8-5 19:43,488,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costume 009,sexylingerie-us/sexylingerie/7170.jpg,Sweetheart Christmas Lady Dress Costume Set with Hat + Belt,"Product Name: <strong>Sweetheart Christmas Lady Dress Costume Set with Hat + Belt</strong><br>
Colors: Red/White/Black<br>
Sizes: One Size Fits Most<br>
Materials: Santas<br>
Feature: Two Piece Mrs. Santa Costume includes Holly-berry Front and Fur Trim Neckline with Window Back Interest. Includes an Adjustable Belt and Holly-Berry Hat. 
",,33,,0001-01-01,66,0,2012-8-5 19:43,2012-8-5 19:43,488,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costume 010,sexylingerie-us/sexylingerie/7176-2.jpg,Romantic Christmas Lady Dress Costume Skirt with Belt,"Product Name: <strong>Romantic Christmas Lady Dress Costume Skirt with Belt</strong><br>
Colors: Black/Red<br>
Sizes: One Size Fits Most<br>
Materials: Santas<br>
Feature: Stunning new faux fur trim hooded velvet Santa dress for the Holidays! Faux fur trim Sexy Santa's Helper outfit. Includes zip front hooded velvet Santa dress and belt, boot Covers.
",,43.5,,0001-01-01,87,0,2012-8-5 19:43,2012-8-5 19:43,488,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costume 011,sexylingerie-us/sexylingerie/7181.jpg,Hot Red Christmas Corset Bikini with Hat,"Product Name: <strong>Hot Red Christmas Corset Bikini with Hat</strong><br>
Colors: Red/White<br>
Sizes: One Size Fits Most<br>
Materials: Santas<br>
Feature: 3 Piece  Exotic Naughty Santa Girl Costume includes stretch velvet corset top with boning and front bow with matching scrunch back bottoms, hat. 
",,28,,0001-01-01,56,0,2012-8-5 19:43,2012-8-5 19:43,488,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costume 012,sexylingerie-us/sexylingerie/7182.jpg,Sexy Hot Red Christmas Corset Bikini with Hat,"Product Name: <strong>Sexy Hot Red Christmas Corset Bikini with Hat</strong><br>
Colors: Red/White<br>
Sizes: One Size Fits Most<br>
Materials: Santas<br>
Feature: 2 Piece Santas Secret Christmas Costume include stretch velvet lace front corset with ruffles, bows, gater details and matching scrunch back bottom.
",,27.5,,0001-01-01,55,0,2012-8-5 19:43,2012-8-5 19:43,488,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 031,sexylingerie-us/sexylingerie/7104.jpg,Stunning Floral Tapestry Strapless Corset and Thong,"Product Name: <strong>Stunning Floral Tapestry Strapless Corset and Thong</strong><br>
Colors: White/Red<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Stunning Floral Tapestry Strapless Corset and Thong.",,40,,0001-01-01,60,0,2012-8-13 4:59,2012-8-12 22:15,488,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 025,sexylingerie-us/sexylingerie/7107.jpg,Holiday Buckles Lingerie Costume with Hat,"Product Name: <strong>Holiday Buckles Lingerie Costume with Hat</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: velvet<br>
Feature: Holiday Buckles Lingerie Costume with Hat.",,41.5,,0001-01-01,67,0,2012-8-13 4:54,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 026,sexylingerie-us/sexylingerie/7110.jpg,Hot Halter Chemise with Thong,"Product Name: <strong>Hot Halter Chemise with Thong</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Hot Halter Chemise with Thong.",,27,,0001-01-01,42,0,2012-8-13 4:54,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 029,sexylingerie-us/sexylingerie/7125.jpg,Sexy St Nick. Stretch Velvet Skirt and Top with Collar,"Product Name: <strong>Sexy St Nick. Stretch Velvet Skirt and Top with Collar</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+Spandex<br>
Feature: Sexy St Nick. Stretch Velvet Skirt and Top with Collar. Shown with Deluxe Santa Hat and Fur Boot Covers are included.",,40.8,,0001-01-01,59,0,2012-8-13 4:58,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 030,sexylingerie-us/sexylingerie/7129.jpg,Short Velvet Christmas Romper with Cincher and Hood,"Product Name: <strong>Short Velvet Christmas Romper with Cincher and Hood</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: velvet<br>
Feature: Short Velvet Christmas Romper with Vinyl Waist Cincher and Shag Fur Hood and Detail.",,51.3,,0001-01-01,89,0,2012-8-13 4:58,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 027,sexylingerie-us/sexylingerie/7132.jpg,Santa Marabou Trimmed Hooded Romper with Belt,"Product Name: <strong>Santa Marabou Trimmed Hooded Romper with Belt</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: velvet<br>
Feature: Playful Santa Romper includes Marabou Trimmed Hooded Romper with Belt.",,40.6,,0001-01-01,58,0,2012-8-13 4:56,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 013,sexylingerie-us/sexylingerie/7136.jpg,Velvet off the Shoulder Dress with Gloves and Hat,"Product Name: <strong>Velvet off the Shoulder Dress with Gloves and Hat</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: velvet<br>
Feature: Velvet off the Shoulder Dress with Satin Ribbon Lace-up with Marabou Velvet Gloves and Santa Hat.",,41,,0001-01-01,63,0,2012-8-13 4:40,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 028,sexylingerie-us/sexylingerie/7150.jpg,Santa's Doll Costume,"Product Name: <strong>Santa's Doll Costume</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Santas<br>
Feature: Santa's Doll Costume includes Fur Trimmed Hooded Dress with Built in Petticoat and Bows.",,39.8,,0001-01-01,55,0,2012-8-13 4:57,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 014,sexylingerie-us/sexylingerie/7151.jpg,Winter Foil Christmas Outfit,"Product Name: <strong>Winter Foil Christmas Outfit</strong><br>
Colors: Silver<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+PU<br>
Feature: Winter Foil Christmas Outfit includes Fur Trimmed Mini Skirt, Matching Hooded Jacket, and Triangle Lace-up Detail Bra Top.",,49.8,,0001-01-01,85,0,2012-8-13 4:41,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 022,sexylingerie-us/sexylingerie/7155.jpg,4 Piece North Pole Mini Dress,"Product Name: <strong>4 Piece North Pole Mini Dress</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: velvet<br>
Feature: 4 Piece North Pole Mini includes Fur Trimmed Mini Dress, Matching Hood, Belt and Fur Boot Cover.",,51.3,,0001-01-01,86,0,2012-8-13 4:52,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 021,sexylingerie-us/sexylingerie/7157.jpg,4 Piece Holiday Set,"Product Name: <strong>4 Piece Holiday Set</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: velvet<br>
Feature: 4 Piece Holiday Set includes Jacket with Shag Fur Collar and Cuff Detail, Belt, Pleated Skirt, Boot Cover.",,46.2,,0001-01-01,77,0,2012-8-13 4:51,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 016,sexylingerie-us/sexylingerie/7158.jpg,3 piece Flirty Santa Skirt Set,"Product Name: <strong>3 piece Flirty Santa Skirt Set</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: velvet<br>
Feature: 3 piece Flirty Santa Skirt Set includes Top Tube with Satin Bow and Built-In Fur Trimmed Hooded Jacket and Fur Trimmed Skirt and Sexy Fur Boot Cover.",,41,,0001-01-01,63,0,2012-8-13 4:47,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 015,sexylingerie-us/sexylingerie/7163.jpg,3 Pc Santa's Sweetheart,"Product Name: <strong>3 Pc Santa's Sweetheart</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Santa<br>
Feature: 3 Pc Santa's Sweetheart Includes Fur Trimmed Skirt And Fur Trimmed Hooded Top With Bow,Fur Boot Covers.",,41.8,,0001-01-01,66,0,2012-8-13 4:46,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 032,sexylingerie-us/sexylingerie/7166.jpg,3 Pc Santa's Candy Cane,"Product Name: <strong>3 Pc Santa's Candy Cane</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Santa<br>
Feature: 3 Pc Santa's Candy Cane Includes Fur Trimmed Tube Dress With Satin Bows, Hat, Fur Boot Covers.  Nylon Striped Stockings Sales Independent.",,49.8,,0001-01-01,87,0,2012-8-13 5:00,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 023,sexylingerie-us/sexylingerie/7167.jpg,Charming Chemise with Hat and Thong,"Product Name: <strong>Charming Chemise with Hat and Thong</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Charming set consisted of a chemise, a santas hat and a thong perfect for Christmas gift.",,39.8,,0001-01-01,54,0,2012-8-13 4:52,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 024,sexylingerie-us/sexylingerie/7171.jpg,Four Piece Electric Green Fur Trimmed Christmas Costume,"Product Name: <strong>Four Piece Electric Green Fur Trimmed Christmas Costume</strong><br>
Colors: Green<br>
Sizes: One Size Fits Most<br>
Materials: Santa<br>
Feature: four piece electric green fur trimmed Christmas Costume: stretch foil and faux fur trimmed hooded mini vest zip in front, triangle top, skirt and faux fur pom leg warmer tie on side.",,51.3,,0001-01-01,87,0,2012-8-13 4:53,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 018,sexylingerie-us/sexylingerie/7173.jpg,3 Piece Red Velvet Christmas Corset Set with Boot and Hat,"Product Name: <strong>3 Piece Red Velvet Christmas Corset Set with Boot and Hat</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Santa<br>
Feature: 3 Piece Red Velvet Christmas Corset Set with Boot and Hat",,51.3,,0001-01-01,87,0,2012-8-13 4:48,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 019,sexylingerie-us/sexylingerie/7178.jpg,4 Piece Christmas Red Velvet Buckle Bikini Set,"Product Name: <strong>4 Piece Christmas Red Velvet Buckle Bikini Set</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Santa<br>
Feature: 4 Piece Christmas Red Velvet Buckle Bikini Set, include hat, boot Covers.",,41.8,,0001-01-01,63,0,2012-8-13 4:49,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 020,sexylingerie-us/sexylingerie/7179.jpg,4 Piece Christmas Santa Stripper Skirt Set,"Product Name: <strong>4 Piece Christmas Santa Stripper Skirt Set</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Santa<br>
Feature: 4 Piece Christmas Santa Stripper Skirt Set include Stretch velvet/faux fur skirt set comes with lace up top and Santa skirt,hat and leg warmers.",,41.8,,0001-01-01,68,0,2012-8-13 4:50,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Christmas Costumes 017,sexylingerie-us/sexylingerie/7184.jpg,3 Piece Naughty Santa Girl Costume,"Product Name: <strong>3 Piece Naughty Santa Girl Costume</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Santa<br>
Feature: 3 Piece Naughty Santa Girl Costume includes lace up back faux fur trimmed mini dress with ruffle detail,hat and leg warmers.",,55.8,,0001-01-01,93,0,2012-8-13 4:48,2012-8-12 22:15,0,,Christmas Costumes,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 114,sexylingerie-us/sexylingerie/7726.jpg,Back Ribbon Wide Lace Stocking,"Product Name: <strong>Back Ribbon Wide Lace Stocking</strong><br>
Colors: Black/Red<br>
Sizes: One Size Fits Most<br>
Materials: Nylon<br>
Feature: Back Ribbon Wide Lace Stocking.",,12.6,,0001-01-01,18,0,2012-8-13 2:58,2012-7-31 20:56,555,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 118,sexylingerie-us/sexylingerie/7730-2.jpg,Net Lace BoyShorts Pantyhose,"Product Name: <strong>Net Lace BoyShorts Pantyhose</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Fishnet<br>
Feature: Net Lace BoyShorts Pantyhose.",,20.3,,0001-01-01,29,0,2012-8-13 3:05,2012-7-31 20:56,555,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 117,sexylingerie-us/sexylingerie/7730-3.jpg,Fishnet Lace BoyShorts Pantyhose Red,"Product Name: <strong>Fishnet Lace BoyShorts Pantyhose Red</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Fishnet<br>
Feature: Fishnet Pantyhose With Built-in party and back seam.",,20.3,,0001-01-01,29,0,2012-8-13 3:05,2012-7-31 20:56,555,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 119,sexylingerie-us/sexylingerie/7731.jpg,Womens Backseam Panythose Black,"Product Name: <strong>Womens Backseam Panythose Black</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: 85% Nylon+32% Spandex<br>
Feature: Womens Backseam Panythose Black.",,12.6,,0001-01-01,18,0,2012-8-13 3:05,2012-7-31 20:56,555,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 115,sexylingerie-us/sexylingerie/7732.jpg,Womens Pantyhose BackSeam Black,"Product Name: <strong>Womens Pantyhose BackSeam Black</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Nylon<br>
Feature: Pantyhose with Back Seam.",,12.6,,0001-01-01,18,0,2012-8-13 3:00,2012-7-31 20:56,555,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 116,sexylingerie-us/sexylingerie/7736.jpg,Womens Fishnet Backseam Panythose,"Product Name: <strong>Womens Fishnet Backseam Panythose</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Fishnet<br>
Feature: Womens Fishnet Backseam Panythose.",,10.8,,0001-01-01,14,0,2012-8-13 3:03,2012-7-31 20:56,555,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 001,sexylingerie-us/sexylingerie/1066.jpg,Luxury Black Net Lace Stockings,"Product Name: <strong>Luxury Black Net Lace Stockings</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Lace<br>
Feature: Luxury Black Net Lace Stockings. Soft black yarn and flexible to care you.

",,11.2,,0001-01-01,15,0,2012-8-6 1:44,2012-8-6 1:44,488,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 002,sexylingerie-us/sexylingerie/7808.jpg,Fashion White Net Women Stockings,"Product Name: <strong>Fashion White Net Women Stockings</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Nylon<br>
Feature: Fashion White Net Women Stockings. Soft yarn and flexible to care you.

",,14,,0001-01-01,20,0,2012-8-6 1:44,2012-8-6 1:44,488,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 003,sexylingerie-us/sexylingerie/7809.jpg,Fashion White Womens Silk Stockings,"Product Name: <strong>Fashion White Womens Silk Stockings</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Nylon<br>
Feature: Fashion White Womens Silk Stockings.

",,14,,0001-01-01,20,0,2012-8-6 1:44,2012-8-6 1:44,488,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 005,sexylingerie-us/sexylingerie/7811.jpg,Luxury Black Net Lace Stockings 01,"Product Name: <strong>Luxury Black Net Lace Stockings 01</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Lycra<br>
Feature: Luxury Black Net Lace Stockings. Soft black yarn and flexible to care you.

",,15.3,,0001-01-01,24,0,2012-8-6 1:44,2012-8-6 1:44,488,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 006,sexylingerie-us/sexylingerie/7812.jpg,Fashion Black Stripe Womens Stockings,"Product Name: <strong>Fashion Black Stripe Womens Stockings</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Lycra<br>
Feature: Fashion Black Stripe Womens Stockings.

",,14,,0001-01-01,19,0,2012-8-6 1:44,2012-8-6 1:44,488,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 007,sexylingerie-us/sexylingerie/7813.jpg,Luxury Black Womens Silk Stockings,"Product Name: <strong>Luxury Black Womens Silk Stockings</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Nylon<br>
Feature: Luxury Black Womens Silk Stockings.

",,14,,0001-01-01,19,0,2012-8-6 1:44,2012-8-6 1:44,488,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 008,sexylingerie-us/sexylingerie/7814.jpg,Fashion Black Skull Womens Stockings,"Product Name: <strong>Fashion Black Skull Womens Stockings</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Nylon<br>
Feature: Fashion Black Skull Womens Stockings.

",,14,,0001-01-01,19,0,2012-8-6 1:44,2012-8-6 1:44,488,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 009,sexylingerie-us/sexylingerie/7817.jpg,Cool Black Spider's Web Womens Stockings,"Product Name: <strong>Cool Black Spider's Web Womens Stockings</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Nylon<br>
Feature: Cool Black Spider's Web Womens Stockings.

",,14,,0001-01-01,20,0,2012-8-6 1:44,2012-8-6 1:44,488,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
Pantyhose Stockings 010,sexylingerie-us/sexylingerie/7818.jpg,Opaque Stretch Knit Stay up Stockings with Open Criss Cross Back,"Product Name: <strong>Opaque stretch knit stay up stockings with open criss cross back</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Nylon<br>
Feature: Opaque stretch knit stay up stockings with open criss cross back.

",,14,,0001-01-01,20,0,2012-8-6 1:44,2012-8-6 1:44,488,,Pantyhose Stockings,,,,,,,--none--,1,0,1,0,1,0
